<oov> 1.0	<oov>
پلیئر 1.0	P A L A_Y A R
پمفلٹ 1.0	P A M F I L I T
پن 1.0	P I N
پنج 1.0	P A N D_Z
پنجابی 1.0	P A N D_Z A_A B I_I1
پنجروں 1.0	P A N D_Z A R O_O_N
پنجرے 1.0	P I N D_Z R A_Y
پنجند 1.0	P A N D_Z N A D_D
پنجگانہ 1.0	P A N D_Z G A_A N A_A
پندرہ 1.0	P A N D_D R A_A
پنشنر 1.0	P A N S_H N A R
پنچولی 1.0	P A N T_S1 O_O L I_I1
پنچھی 1.0	P A N T_S_H I_I1
پنکھا 1.0	P A N K_H A_A
پنکھڑی 1.0	P A N K_H R_R I_I1
پنکھے 1.0	P A N K_H A_Y
پنگھوڑے 1.0	P I N G_H U_U R_R A_Y
پنہاں 1.0	P I N H A_A_N
پوائنٹ 1.0	P U V A_A I N T
پوجا 1.0	P U_U D_Z A_A
پور 1.0	P O_O R
پورا 1.0	P U_U R A_A
پورے 1.0	P U_U R A_Y
پوشیدہ 1.0	P O_O S_H I_I1 D_D A_A
پولیس 1.0	P O_O L I_I1 S
پولیو 1.0	P O_O L I_I1 O_O
پونچھ 1.0	P O_O N T_S_H
پونچھنے 1.0	P U_U N T_S_H N A_Y
پونے 1.0	P O N A_Y
پوٹھوہاری 1.0	P O T_H O_O H A_A R I_I1
پوچھ 1.0	P U_U T_S_H
پوچھا 1.0	P U_U T_S_H A_A
پوچھنے 1.0	P U_U T_S_H N A_Y
پوچھو 1.0	P U_U T_S_H O_O
پوچھوں 1.0	P U_U T_S_H U_U_N
پوچھی 1.0	P U_U T_S_H I_I1
پوچھیں 1.0	P U_U T_S_H A_Y_N
پوچھیے 1.0	P U_U T_S_H I_I1 A_Y
پوچھے 1.0	P U_U T_S_H A_Y
پَلوں 1.0	P A L O_O_N
پُلوں 1.0	P U L O_O_N
پٹاخے 1.0	P A T A_A X A_Y
پٹرولیم 1.0	P I T R O_O L I J A M
پٹھان 1.0	P A T_H A_A N
پٹھو 1.0	P I T_H T_H U_U
پٹھوں 1.0	P A T_H T_H O_O_N
پٹھے 1.0	P A T_H T_H A_Y
پچ 1.0	P I T_S1
پچاس 1.0	P A T_S1 T_S1 A_A S
پچاسویں 1.0	P A T_S1 A_A S V A_Y_N
پچز 1.0	P I T_S1 I Z
پچھاڑ 1.0	P A T_S_H A_A R_R
پچھتر 1.0	P A T_S_H A T_D T_D A R
پچھلا 1.0	P I T_S_H L A_A
پچھلے 1.0	P I T_S_H L A_Y
پچیں 1.0	P I T_S1 T_S1 A_Y_N
پڑ 1.0	P A R_R
پڑا 1.0	P U R_R A_A
پڑاؤ 1.0	P A R_R A_A O_O
پڑتا 1.0	P A R_R T_D A_A
پڑدادا 1.0	P A R_R D_D A_A D_D A_A
پڑنے 1.0	P A R_R N A_Y
پڑوسی 1.0	P A R_R O_O S I_I1
پڑھئے 1.0	P A R_R_H J A_Y
پڑھائی 1.0	P A R_R_H A_A I_I1
پڑھائیں 1.0	P A R_R_H A_A A_Y_N
پڑھنے 1.0	P A R_R_H N A_Y
پڑھو 1.0	P A R_R_H O_O
پڑھوا 1.0	P A R_R_H V A_A
پڑھوں 1.0	P A R_R_H U_U_N
پڑھی 1.0	P A R_R_H I_I1
پڑھیں 1.0	P A R_R_H A_Y_N
پڑھے 1.0	P A R_R_H A_Y
پڑی 1.0	P A R_R I_I1
پڑیاں 1.0	P A R_R J A_A_N
پڑیں 1.0	P A R_R A_Y_N
پڑے 1.0	P A R_R A_Y
پژمردہ 1.0	P A Z_Z M U R D_D A_A
پکائے 1.0	P A K A_A A_Y
پکوڑوں 1.0	P A K O_O R_R O_O_N
پگڑی 1.0	P A G R_R I_I1
پگڑیاں 1.0	P A G R_R I J A_A_N
پگھل 1.0	P I G_H A L
پگھلا 1.0	P I G_H L A_A
پگھلی 1.0	P I G_H L I_I1
پھانسی 1.0	P_H A_A N S I_I1
پھاڑ 1.0	P_H A_A R_R
پھاہے 1.0	P_H A_A H A_Y
پھبتی 1.0	P_H A B T_D I_I1
پھدکتا 1.0	P_H U D_D A K T_D A_A
پھر 1.0	P_H I R
پھرتی 1.0	P_H U R T_D I_I1
پھسل 1.0	P_H I S A L
پھل 1.0	P_H A L
پھلوں 1.0	P_H A L O_O_N
پھلکی 1.0	P_H U L K I_I1
پھلیاں 1.0	P_H A L J A_A_N
پھنس 1.0	P_H A N S
پھنسی 1.0	P_H A N S I_I1
پھنسے 1.0	P_H A N S A_Y
پھوار 1.0	P_H U V A_A R
پھول 1.0	P_H U_U L
پھولدار 1.0	P_H U_U L D_D A_A R
پھونک 1.0	P_H U_U_N K
پھوپھے 1.0	P_H U_U P_H A_Y
پھوگ 1.0	P_H O_O G
پھٹ 1.0	P_H A T
پھپھو 1.0	P_H U P_H P_H O_O
پھپھوندی 1.0	P_H A P_H U_U N D_D I_I1
پھڑپھڑائے 1.0	P_H A R_R P_H A R_R A_A A_Y
پھیر 1.0	P_H A_Y R
پھیرتے 1.0	P_H A_E1 R T_D A_Y
پھیرنے 1.0	P_H A_Y R N A_Y
پھیریں 1.0	P_H A_Y R A_Y_N
پھیل 1.0	P_H A_E1 L
پھیلا 1.0	P_H A_E1 L A_A
پھیلاؤ 1.0	P_H A_E1 L A_A O_O
پھیلنے 1.0	P_H A_E1 L N A_Y
پھیلیں 1.0	P_H A_E1 L A_Y_N
پھینٹیں 1.0	P_H A_Y N T A_Y_N
پھینک 1.0	P_H A_Y N K
پھینکا 1.0	P_H A_E_N K A_A
پھیپھڑوں 1.0	P_H A_Y P_H R_R O_O_N
پھیپھڑے 1.0	P_H A_Y P_H R_R A_Y
پھیکا 1.0	P_H I_I1 K A_A
پہ 1.0	P A_Y
پہاڑ 1.0	P A H A_A R_R
پہاڑوں 1.0	P A H A_A R_R O_O_N
پہاڑی 1.0	P A H A_A R_R I_I1
پہل 1.0	P A_E_H H A L
پہلا 1.0	P A_E_H H L A_A
پہلو 1.0	P A_E_H H L U_U
پہلوان 1.0	P A H A L V A_A N
پہلووں 1.0	P A_E_H H L U V O_O_N
پہلوٹھی 1.0	P A_E_H H L O_O T_H I_I1
پہلی 1.0	P A_E_H H L I_I1
پہلے 1.0	P A_E_H H L A_Y
پہنتے 1.0	P A_E_H H A N T_D A_Y
پہنچ 1.0	P A H U N T_S1
پہنچا 1.0	P A H U N T_S1 A_A
پہنچاؤں 1.0	P O_O_H H N T_S1 A_A U_U_N
پہنچائیں 1.0	P A H N T_S1 A_A A_Y_N
پہنچایا 1.0	P O_O_H H N T_S1 A_A J A_A
پہنچتے 1.0	P A H U N T_S1 A T_D A_Y
پہنچنے 1.0	P A H U N T_S1 N A_Y
پہنچوں 1.0	P U H N T_S1 U_U_N
پہنچی 1.0	P O_O_H H N T_S1 I_I1
پہنچیں 1.0	P A H A N T_S1 A_Y_N
پہنے 1.0	P A_E_H H N A_Y
پہچان 1.0	P A H T_S1 A_A N
پہچانے 1.0	P A_E_H H T_S1 A_A N A_Y
پی 1.0	P I_I1
پیئں 1.0	P I_I1 A_Y_N
پیتھالوجی 1.0	P A_E1 T_D_H A_A L O_O D_Z I_I1
پیدا 1.0	P A_E1 D_D A_A
پیدائش 1.0	P A_E1 D_D A_A I S_H
پیداوار 1.0	P A_E1 D_D A_A V A_A R
پیر 1.0	P I_I1 R
پیراتھرائیڈ 1.0	P A_E1 R A_A T_D_H A R A_A I_I1 D
پیروکار 1.0	P A_E1 R O K A_A R
پیروکاروں 1.0	P A_E1 R O_O K A_A R O_O_N
پیروں 1.0	P A_E1 R O_O_N
پیروی 1.0	P A_E1 R V I_I1
پیریڈ 1.0	P I_I1 R J A D
پیسنے 1.0	P I_I1 S N A_Y
پیش 1.0	P A_Y S_H
پیشاب 1.0	P A_Y S_H A_A B
پیشرفت 1.0	P A_Y S_H R A F T_D
پیشرو 1.0	P A_Y S_H R O
پیشروؤں 1.0	P A_Y S_H R O_O O_O_N
پیشقدمی 1.0	P A_Y S_H Q A D_D M I_I1
پیشن 1.0	P A_Y S_H A N
پیشنگوئی 1.0	P A_Y S_H I N G O_O I_I1
پیشوا 1.0	P A_Y S_H V A_A
پیشکش 1.0	P A_Y S_H K A S_H
پیشکشوں 1.0	P A_Y S_H K A S_H O_O_N
پیشکشیں 1.0	P A_Y S_H K A S_H A_Y_N
پیشگوئیاں 1.0	P A_Y S_H G O_O I J A_A_N
پیشگی 1.0	P A_Y S_H G I_I1
پیشے 1.0	P A_Y S_H A_Y
پیغام 1.0	P A_E1 G_G A_A M
پیغمبر 1.0	P A_E1 G_G A M B A R
پینسٹھ 1.0	P A_Y N S A T_H
پیٹ 1.0	P A_Y T
پیٹھ 1.0	P A_E1 T_H
پیچوٹری 1.0	P A_Y T_S1 O_O T R I_I1
پیچھا 1.0	P I_I1 T_S_H A_A
پیچھے 1.0	P I_I1 T_S_H A_Y
پیچیدگیوں 1.0	P A_E1 T_S1 I_I1 D_D I G I_I1 O_O_N
پیچیدہ 1.0	P A_Y T_S1 I_I1 D_D A_A
پیڑی 1.0	P I_I1 R_R I_I1
پیکج 1.0	P A_E1 K I D_Z
پیہم 1.0	P A_E1 H A M
چئر 1.0	T_S1 I A R
چئرمین 1.0	T_S1 I A R M A_E1 N
چائلڈ 1.0	T_S1 A_A I L D
چائے 1.0	T_S1 A_A A_Y
چابی 1.0	T_S1 A_A B I_I1
چادر 1.0	T_S1 A_A D_D A R
چار 1.0	T_S1 A_A R
چارجز 1.0	T_S1 A_A R D_Z I Z
چاشنی 1.0	T_S1 A_A S_H N I_I1
چاق 1.0	T_S1 A_A Q
چاقو 1.0	T_S1 A_A Q U_U
چالیس 1.0	T_S1 A_A L I_I1 S
چانپ 1.0	T_S1 A_A M P
چاول 1.0	T_S1 A_A V A L
چاچو 1.0	T_S1 A_A T_S1 U_U
چاچڑ 1.0	T_S1 A_A T_S1 A R_R
چاڈ 1.0	T_S1 A_A D
چاہئے 1.0	T_S1 A_A H I_I1 A_Y
چاہتے 1.0	T_S1 A_A H T_D A_Y
چاہوں 1.0	T_S1 A_A H U_U_N
چاہیے 1.0	T_S1 A_A H I J A_Y
چاہے 1.0	T_S1 A_A H A_Y
چبا 1.0	T_S1 A B A_A
چبھ 1.0	T_S1 U B_H
چبھنے 1.0	T_S1 U B_H N A_Y
چدھڑ 1.0	T_S1 A D_D_H D_D_H A R_R
چراغ 1.0	T_S1 A R A_A G_G
چراغاں 1.0	T_S1 A R A_A G_G A_A_N
چرانے 1.0	T_S1 A R A_A N A_Y
چست 1.0	T_S1 U S T_D
چشتی 1.0	T_S1 I S_H T_D I_I1
چشم 1.0	T_S1 A S_H M
چغتائی 1.0	T_S1 U G_G T_D A_A I_I1
چغلی 1.0	T_S1 U G_G L I_I1
چقندر 1.0	T_S1 U Q A N D_D A R
چل 1.0	T_S1 I L
چلا 1.0	T_S1 A L L A_A
چلائی 1.0	T_S1 A L A_A I_I1
چلائیں 1.0	T_S1 A L A_A A_Y_N
چلغوزے 1.0	T_S1 I L G_G O_O Z A_Y
چلنے 1.0	T_S1 A L N A_Y
چلو 1.0	T_S1 A L O_O
چلوں 1.0	T_S1 A L L O_O_N
چلچلاتی 1.0	T_S1 I L T_S1 I L A_A T_D I_I1
چلیں 1.0	T_S1 A L A_Y_N
چلے 1.0	T_S1 A L L A_Y
چمن 1.0	T_S1 A M A N
چمٹے 1.0	T_S1 I M T A_Y
چمچ 1.0	T_S1 A M M A T_S1
چمچہ 1.0	T_S1 A M T_S1 A_A
چمچے 1.0	T_S1 A M T_S1 A_Y
چمڑا 1.0	T_S1 A M R_R A_A
چمڑے 1.0	T_S1 A M R_R A_Y
چنانچہ 1.0	T_S1 U N A_A N T_S1 A_Y
چند 1.0	T_S1 A N D_D
چندھیا 1.0	T_S1 U N D_D_H J A_A
چنگ 1.0	T_S1 A N_G
چنگل 1.0	T_S1 U N_G G A L
چنگیزی 1.0	T_S1 A N_G G A_Y Z I_I1
چنیوٹی 1.0	T_S1 I N J O_O T I_I1
چوائس 1.0	T_S1 U V A_A I S
چوالیس 1.0	T_S1 A V A_A L I_I1 S
چوبند 1.0	T_S1 O B A N D_D
چوبیس 1.0	T_S1 O_O B I_I1 S
چوتھا 1.0	T_S1 O T_D_H A_A
چوتھی 1.0	T_S1 O_O T_D_H I_I1
چوتھے 1.0	T_S1 O_O T_D_H A_Y
چودھرائن 1.0	T_S1 O D_D_H R A_A I N
چودھری 1.0	T_S1 O D_D_H R I_I1
چودہ 1.0	T_S1 O D_D A_A
چور 1.0	T_S1 O_O R
چورنگی 1.0	T_S1 O R A N_G G I_I1
چوروں 1.0	T_S1 O_O R O_O_N
چوری 1.0	T_S1 O_O R I_I1
چوزوں 1.0	T_S1 U_U Z O_O_N
چوزے 1.0	T_S1 U_U Z A_Y
چوسنے 1.0	T_S1 U_U S N A_Y
چولہے 1.0	T_S1 O L H A_Y
چولی 1.0	T_S1 O_O L I_I1
چوم 1.0	T_S1 U_U M
چون 1.0	T_S1 U_U N
چونتیس 1.0	T_S1 O_O_N T_D I_I1 S
چونسٹھ 1.0	T_S1 O_N S A T_H
چونچلے 1.0	T_S1 O_O N T_S1 L A_Y
چونکا 1.0	T_S1 O N K A_A
چونکہ 1.0	T_S1 U_U_N K A_Y
چونگی 1.0	T_S1 U_U_N G I_I1
چوڑا 1.0	T_S1 O R_R A_A
چوڑی 1.0	T_S1 O R_R I_I1
چوڑیاں 1.0	T_S1 U_U R_R J A_A_N
چوک 1.0	T_S1 O K
چوکھٹ 1.0	T_S1 O_O K_H A T
چوگنی 1.0	T_S1 O G N I_I1
چوہان 1.0	T_S1 O H A_A N
چوہدری 1.0	T_S1 O H D_D R I_I1
چوہوں 1.0	T_S1 O H O_O_N
چوہیا 1.0	T_S1 O H I_I1 A_A
چوہے 1.0	T_S1 U_U H A_Y
چَھپ 1.0	T_S_H A P
چُھپ 1.0	T_S_H U P
چچا 1.0	T_S1 A T_S1 A_A
چڈا 1.0	T_S1 A D D A_A
چڑ 1.0	T_S1 I R_R
چڑوں 1.0	T_S1 I R_R U_U_N
چڑچڑا 1.0	T_S1 I R_R T_S1 I R_R A_A
چڑچڑے 1.0	T_S1 I R_R T_S1 I R_R A_Y
چڑھ 1.0	T_S1 A R_R_H
چڑھاؤ 1.0	T_S1 A R_R_H A_A O_O
چڑیا 1.0	T_S1 I R_R J A_A
چڑیل 1.0	T_S1 A R_R J A L
چکاچوند 1.0	T_S1 A K A_A T_S1 O N D_D
چکھیں 1.0	T_S1 A K K_H A_Y_N
چکے 1.0	T_S1 U K A_Y
چگنے 1.0	T_S1 U G N A_Y
چھ 1.0	T_S_H A_Y
چھاؤنی 1.0	T_S_H A U_U N I_I1
چھاؤنیاں 1.0	T_S_H A_A O_O N I J A_A_N
چھاؤں 1.0	T_S_H A_A O_O_N
چھائی 1.0	T_S_H A_A I_I1
چھائیاں 1.0	T_S_H A_A I J A_A_N
چھائے 1.0	T_S_H A_A A_Y
چھابڑی 1.0	T_S_H A_A B R_R I_I1
چھالے 1.0	T_S_H A_A L A_Y
چھانٹ 1.0	T_S_H A_A N T
چھانگا 1.0	T_S_H A_A N_G G A_A
چھاپہ 1.0	T_S_H A_A P A_A
چھاچھ 1.0	T_S_H A_A T_S_H
چھایا 1.0	T_S_H A_A J A_A
چھبیس 1.0	T_S_H A B B I_I1 S
چھری 1.0	T_S_H U R I_I1
چھلکا 1.0	T_S_H I L K A_A
چھلکے 1.0	T_S_H A L K A_Y
چھم 1.0	T_S_H A M
چھن 1.0	T_S_H A N
چھوئیں 1.0	T_S_H U_U A_Y_N
چھوئے 1.0	T_S_H U_U A_Y
چھوا 1.0	T_S_H U V A_A
چھور 1.0	T_S_H O_O R
چھولے 1.0	T_S_H O_O L A_Y
چھوٹے 1.0	T_S_H O_O T A_Y
چھوڑ 1.0	T_S_H O_O R_R
چھوڑنے 1.0	T_S_H O_O R_R N A_Y
چھوڑوں 1.0	T_S_H O_O R_R U_U_N
چھوڑیں 1.0	T_S_H O_O R_R A_Y_N
چھوہارے 1.0	T_S_H U_U H A_A R A_Y
چھٹی 1.0	T_S_H A T T I_I1
چھپوائیں 1.0	T_S_H A P V A_A A_Y_N
چھڑ 1.0	T_S_H A R_R
چھڑا 1.0	T_S_H I R_R A_A
چھڑانے 1.0	T_S_H U R_R A_A N A_Y
چھڑنے 1.0	T_S_H I R_R N A_Y
چھڑک 1.0	T_S_H I R_R A K
چھڑی 1.0	T_S_H I R_R I_I1
چھڑیاں 1.0	T_S_H A R_R I J A_A_N
چھہتر 1.0	T_S_H A_Y H A T_D T_D A R
چھیاسیویں 1.0	T_S_H A J A_A S I_I1 V A_Y_N
چھیانوے 1.0	T_S_H I J A_A N V A_Y
چھید 1.0	T_S_H A_Y D_D
چھیل 1.0	T_S_H I_I1 L
چھیلنے 1.0	T_S_H I_I1 L N A_Y
چھین 1.0	T_S_H I_I1 N
چھینکیں 1.0	T_S_H I_I_N K A_Y_N
چھینی 1.0	T_S_H I_I1 N I_I1
چھیڑ 1.0	T_S_H A_Y R_R
چھیڑنے 1.0	T_S_H A_Y R_R N A_Y
چہارم 1.0	T_S1 A H A_A R U M
چہروں 1.0	T_S1 A_Y_H H R O_O_N
چہرے 1.0	T_S1 A_Y_H H R A_Y
چہل 1.0	T_S1 A_E_H H L
چہلم 1.0	T_S1 A_Y_H H L A M
چہچہاہٹ 1.0	T_S1 A_E_H H T_S1 A H A_A H A T
چیئرمین 1.0	T_S1 A_Y A R M A_E1 N
چیتھڑے 1.0	T_S1 I_I1 T_D_H R_R A_Y
چیخ 1.0	T_S1 I_I1 X
چیخنے 1.0	T_S1 I_I1 X N A_Y
چیخیں 1.0	T_S1 I_I1 X A_Y_N
چیر 1.0	T_S1 I_I1 R
چیریٹی 1.0	T_S1 A_E1 R I_I1 T I_I1
چیز 1.0	T_S1 I_I1 Z
چیزیں 1.0	T_S1 I_I1 Z A_Y_N
چیسٹ 1.0	T_S1 A_E1 S T
چیف 1.0	T_S1 I_I1 F
چیفس 1.0	T_S1 I_I1 F S
چیل 1.0	T_S1 I_I1 L
چیلنج 1.0	T_S1 A_E1 L A N D_Z
چیلنجز 1.0	T_S1 A_E1 L A N D_Z I Z
چیلنجوں 1.0	T_S1 A_E1 L A N D_Z O_O_N
چیلہ 1.0	T_S1 A_Y L A_A
چیمپئن 1.0	T_S1 A_E1 M P I A N
چیمپئینز 1.0	T_S1 A_E1 M P I A N Z
چیمہ 1.0	T_S1 I_I1 M A_A
چین 1.0	T_S1 A_E1 N
چینی 1.0	T_S1 I_I1 N I_I1
چیونگم 1.0	T_S1 I J U_U N_G G A M
چیچن 1.0	T_S1 A_E1 T_S1 A N
چیچک 1.0	T_S1 I_I1 T_S1 A K
چیڑھ 1.0	T_S1 I_I1 R_R_H
چیک 1.0	T_S1 I_I1 K
ڈاؤن 1.0	D A_A U_U N
ڈائرکٹر 1.0	D A_A A_Y R A K T A R
ڈائریکٹ 1.0	D A_A A_Y R A_E1 K T
ڈائریکٹر 1.0	D A_A I R A_E1 K T A R
ڈائنو 1.0	D A_A I_I1 N O_O
ڈائیلوشن 1.0	D A_A I_I1 L O_O S_H A N
ڈائینوسارز 1.0	D A_A I_I1 N O_O S A_A R Z
ڈائیگرام 1.0	D A_A I_I1 G A R A_A M
ڈاج 1.0	D A_A D_Z
ڈار 1.0	D A_A R
ڈال 1.0	D A_A L
ڈالتے 1.0	D A_A L T_D A_Y
ڈالر 1.0	D A_A L A R
ڈالنے 1.0	D A_A L N A_Y
ڈالوں 1.0	D A_A L O_O_N
ڈالیں 1.0	D A_A L A_Y_N
ڈام 1.0	D A_A M
ڈانس 1.0	D A_A N S
ڈاٹ 1.0	D A_A T
ڈاکوؤں 1.0	D A_A K U_U O_O_N
ڈاگ 1.0	D A_A G
ڈاہا 1.0	D A_A H A_A
ڈبلیو 1.0	D A B L I J U_U
ڈبو 1.0	D A B O_O
ڈبوئیں 1.0	D A B O_O A_Y_N
ڈبہ 1.0	D A B B A_A
ڈراؤنی 1.0	D A R A O_O N I_I1
ڈرائینگ 1.0	D A R A_A I_I1 N_G
ڈرائیونگ 1.0	D A R A_A I_I1 V I N_G
ڈرامہ 1.0	D A R A_A M A_A
ڈراپ 1.0	D I R A_A P
ڈرل 1.0	D I_I1 R I L
ڈزاسٹر 1.0	D I Z A_A S T A R
ڈسٹرکٹ 1.0	D I S T I R I K T
ڈسچارج 1.0	D I S T_S1 A_A R D_Z
ڈسکوری 1.0	D I S K A V R I_I1
ڈنگ 1.0	D A N_G
ڈوب 1.0	D U_U B
ڈور 1.0	D O_O R
ڈوریں 1.0	D O_O R A_Y_N
ڈول 1.0	D O_O L
ڈومیسٹک 1.0	D O_O M A_E1 S T I K
ڈومین 1.0	D U_U M A_Y N
ڈونرز 1.0	D O_O N A R Z
ڈونگا 1.0	D O_O N_G G A_A
ڈوڈیاں 1.0	D O_O D I J A_A_N
ڈوگر 1.0	D O_O G A R
ڈویژن 1.0	D A V I_I1 Z_Z A N
ڈویژنل 1.0	D I V I_I1 Z_Z N A L
ڈپلومیسی 1.0	D I P L O_O M A_Y S I_I1
ڈچ 1.0	D I T_S1
ڈکٹیشن 1.0	D I K T A_Y S_H A N
ڈگر 1.0	D A G A R
ڈگری 1.0	D I G R I_I1
ڈھا 1.0	D_H A_A
ڈھائی 1.0	D_H A_A I_I1
ڈھابے 1.0	D_H A_A B A_Y
ڈھارس 1.0	D_H A_A R A S
ڈھال 1.0	D_H A_A L
ڈھانپ 1.0	D_H A_A M P
ڈھانچے 1.0	D_H A_A N T_S1 A_Y
ڈھب 1.0	D_H A B
ڈھل 1.0	D_H A L
ڈھلک 1.0	D_H A L A K
ڈھنڈورا 1.0	D_H A N D O_O R A_A
ڈھنگ 1.0	D_H A N_G
ڈھول 1.0	D_H O_O L
ڈھونڈ 1.0	D_H U_U N D
ڈھونڈھ 1.0	D_H U_U N D_H
ڈھونڈیں 1.0	D_H U_U N D A_Y_N
ڈھونگ 1.0	D_H O_O N_G
ڈھیر 1.0	D_H A_Y R
ڈھیلا 1.0	D_H I_I1 L A_A
ڈھیلے 1.0	D_H A_Y L A_Y
ڈھینچوں 1.0	D_H A_E_N T_S1 U_U_N
ڈھے 1.0	D_H A_E1
ڈی 1.0	D I_I1
ڈیبٹ 1.0	D A_E1 B T
ڈیبیٹ 1.0	D I_I1 B A_Y T
ڈیتھ 1.0	D A_E1 T_D_H
ڈیجیٹل 1.0	D I_I1 D_Z I_I1 T A L
ڈیرے 1.0	D A_Y R A_Y
ڈیزائن 1.0	D I_I1 Z A_A I N
ڈیزائنروں 1.0	D I_I1 Z A_A I N R O_O_N
ڈیزاسٹر 1.0	D I_I1 Z A_A S T A R
ڈیزرٹ 1.0	D A_E1 Z A R T
ڈیسک 1.0	D A_E1 S K
ڈیش 1.0	D A_E1 S_H
ڈیف 1.0	D A_E1 F
ڈیفنس 1.0	D I_I1 F A N S
ڈیل 1.0	D A_E1 L
ڈیلروں 1.0	D I_I1 L A R O_O_N
ڈیلی 1.0	D A_Y L I_I1
ڈیلیوری 1.0	D I_I1 L I_I1 V R I_I1
ڈیم 1.0	D A_E1 M
ڈیمانڈ 1.0	D I_I1 M A_A N D
ڈیمو 1.0	D A_Y M O_O
ڈینٹل 1.0	D A_E1 N T A L
ڈیوڈ 1.0	D I J U_U D
ڈیوڑھی 1.0	D I_I1 O_O R_R_H I_I1
ڈیویلپر 1.0	D I_I1 V A_E1 L A P A R
ڈیویلپمنٹ 1.0	D I_I1 V A_E1 L P M A N T
ڈیپریشن 1.0	D I_I1 P R A_E1 S_H A N
ڈیڈ 1.0	D A_E1 D
ڈیڑھ 1.0	D A_Y R_R_H
ڈیکلریشن 1.0	D A_E1 K L A R A_Y S_H A N
ڈے 1.0	D A_Y
ژنگ 1.0	Z_Z A N_G
کئی 1.0	K A I_I1
کئے 1.0	K I A_Y
کا 1.0	K A_A
کاؤنٹی 1.0	K A_A U N T I_I1
کاؤچ 1.0	K A_A U_U T_S1
کاجو 1.0	K A_A D_Z U_U
کار 1.0	K A_A R
کاربن 1.0	K A_A R B A N
کارخانے 1.0	K A_A R X A_A N A_Y
کارخیر 1.0	K A_A R A_Y X A_E1 R
کاروائی 1.0	K A_A R V A_A I_I1
کاروائیوں 1.0	K A_A R V A_A I_I1 O_O_N
کاروبار 1.0	K A_A R O_O B A_A R
کارپوریشن 1.0	K A_A R P O_O R A_Y S_H A N
کارکردگی 1.0	K A_A R K A R D_D A G I_I1
کاشف 1.0	K A_A S_H I F
کاشمیری 1.0	K A_A S_H M I_I1 R I_I1
کاغذ 1.0	K A_A G_G A Z
کاغذات 1.0	K A_A G_G Z A_A T_D
کافور 1.0	K A_A F U_U R
کافی 1.0	K A_A F I_I1
کالج 1.0	K A_A L I D_Z
کالجز 1.0	K A_A L I D_Z I Z
کالجوں 1.0	K A_A L I D_Z O_O_N
کالز 1.0	K A_A L Z
کالونی 1.0	K A_A L U_U N I_I1
کام 1.0	K A_A M
کامیاب 1.0	K A_A M J A_A B
کامیابیوں 1.0	K A_A M J A_A B I_I1 O_O_N
کامیڈی 1.0	K A_A M A_Y D I_I1
کانجو 1.0	K A_A N D_Z U_U
کانجی 1.0	K A_A N D_Z I_I1
کاندھلوی 1.0	K A_A N D_D_H A L A V I_I1
کانفرنس 1.0	K A_A N F A R I N S
کانفرنسوں 1.0	K A_A N F A R I N S O_O_N
کانووکیشن 1.0	K A_A N V U_U K A_Y S_H A N
کانگرس 1.0	K A_A N_G R A S
کانگریس 1.0	K A_A N_G R A_Y S
کاکلیں 1.0	K A_A K U L A_Y_N
کب 1.0	K U B
کبوتر 1.0	K A B U_U T_D A R
کبڈی 1.0	K A B A D D I_I1
کبھی 1.0	K A B_H I_I1
کبیر 1.0	K A B I_I1 R
کتابچہ 1.0	K I T_D A_A B T_S1 A_A
کتابچے 1.0	K I T_D A_A B T_S1 A_Y
کتابیں 1.0	K I T_D A_A B A_Y_N
کتھا 1.0	K A T_D_H A_A
کثرت 1.0	K A S R A T_D
کثیرالقومی 1.0	K A S I_I1 R U L Q O M I_I1
کر 1.0	K A R
کرا 1.0	K A R A_A
کراؤں 1.0	K A R A_A U_U_N
کرائی 1.0	K A R A_A I_I1
کرائیں 1.0	K A R A_A I_I_N
کرائے 1.0	K I R A_A A_Y
کرایا 1.0	K A R A_A J A_A
کرایوں 1.0	K I R A_A J O_O_N
کرتا 1.0	K U R T_D A_A
کرتی 1.0	K U R T_D I_I1
کرتے 1.0	K U R T_D A_Y
کردار 1.0	K I R D_D A_A R
کرشنگ 1.0	K A R A S_H I N_G
کرفیو 1.0	K A R F I J U_U
کرم 1.0	K U R A M
کرنا 1.0	K A R N A_A
کرنے 1.0	K A R N A_Y
کرو 1.0	K A R O_O
کروا 1.0	K A R V A_A
کرواؤ 1.0	K A R V A_A O_O
کروائیں 1.0	K A R V A_A A_Y_N
کروانے 1.0	K A R V A_A N A_Y
کروفر 1.0	K A R R O_O F A R
کروموسوم 1.0	K O_O R O_O M O_O S O_O M
کروڈ 1.0	K U R U_U D
کروڑ 1.0	K A R O_O R_R
کروڑوں 1.0	K A R O_O R_R O_O_N
کروں 1.0	K U R R O_O_N
کرکے 1.0	K U R K A_Y
کریش 1.0	K A R A_E1 S_H
کریم 1.0	K A R I_I1 M
کریو 1.0	K A R J U_U
کریں 1.0	K A R A_Y_N
کرے 1.0	K A R R A_Y
کس 1.0	K I S
کسوں 1.0	K A S U_U_N
کسی 1.0	K A S S I_I1
کسے 1.0	K A S S A_Y
کشف 1.0	K A S_H F
کشمیری 1.0	K A S_H M I_I1 R I_I1
کفار 1.0	K U F F A_A R
کفالت 1.0	K I F A_A L A T_D
کفایت 1.0	K I F A_A J A T_D
کفر 1.0	K U F R
کلاسز 1.0	K I L A_A S I Z
